,pos,neg,senti_score,label
1120,2,3,-1,0.0
1121,7,0,7,1.0
1122,13,8,5,1.0
1123,10,2,8,1.0
1124,0,0,0,1.0
1125,5,9,-4,0.0
1126,12,9,3,1.0
1127,5,1,4,1.0
1128,17,13,4,1.0
1129,9,3,6,1.0
1130,4,2,2,1.0
1131,2,0,2,1.0
1132,3,4,-1,0.0
1133,1,2,-1,0.0
1134,6,1,5,1.0
1135,2,1,1,1.0
1136,6,5,1,1.0
1137,8,15,-7,0.0
1138,0,0,0,1.0
1139,5,5,0,1.0
1140,0,1,-1,0.0
1141,1,0,1,1.0
1142,11,19,-8,0.0
1143,1,4,-3,0.0
1144,0,0,0,1.0
1145,7,7,0,1.0
1146,9,6,3,1.0
1147,8,8,0,1.0
1148,2,2,0,1.0
1149,1,2,-1,0.0
1150,4,1,3,1.0
1151,6,9,-3,0.0
1152,2,5,-3,0.0
1153,1,0,1,1.0
1154,9,5,4,1.0
1155,2,3,-1,0.0
1156,4,6,-2,0.0
1157,6,10,-4,0.0
1158,14,15,-1,0.0
1159,5,2,3,1.0
1160,4,3,1,1.0
1161,2,3,-1,0.0
1162,10,14,-4,0.0
1163,4,3,1,1.0
1164,4,4,0,1.0
1165,12,21,-9,0.0
1166,7,11,-4,0.0
1167,10,7,3,1.0
1168,2,1,1,1.0
1169,0,1,-1,0.0
1170,1,0,1,1.0
1171,2,2,0,1.0
1172,1,1,0,1.0
1173,1,0,1,1.0
1174,1,3,-2,0.0
1175,8,7,1,1.0
1176,2,1,1,1.0
1177,7,7,0,1.0
1178,9,10,-1,0.0
1179,15,10,5,1.0
1180,13,10,3,1.0
1181,8,5,3,1.0
1182,8,11,-3,0.0
1183,8,9,-1,0.0
1184,9,3,6,1.0
1185,6,3,3,1.0
1186,5,4,1,1.0
1187,1,2,-1,0.0
1188,0,1,-1,0.0
1189,8,9,-1,0.0
1190,7,5,2,1.0
1191,7,5,2,1.0
1192,6,3,3,1.0
1193,1,1,0,1.0
1194,22,8,14,1.0
1195,5,0,5,1.0
1196,18,23,-5,0.0
1197,4,5,-1,0.0
1198,5,1,4,1.0
1199,10,10,0,1.0
1200,5,1,4,1.0
1201,5,5,0,1.0
1202,9,2,7,1.0
1203,6,6,0,1.0
1204,8,9,-1,0.0
1205,0,2,-2,0.0
1206,2,2,0,1.0
1207,13,3,10,1.0
1208,3,3,0,1.0
1209,0,0,0,1.0
1210,17,13,4,1.0
1211,2,3,-1,0.0
1212,10,7,3,1.0
1213,11,22,-11,0.0
1214,4,4,0,1.0
1215,0,2,-2,0.0
1216,11,15,-4,0.0
1217,6,4,2,1.0
1218,7,4,3,1.0
1219,2,1,1,1.0
1220,9,4,5,1.0
1221,8,6,2,1.0
1222,3,2,1,1.0
1223,4,2,2,1.0
1224,10,5,5,1.0
1225,2,1,1,1.0
1226,0,1,-1,0.0
1227,3,5,-2,0.0
1228,2,3,-1,0.0
1229,2,1,1,1.0
1230,2,0,2,1.0
1231,14,6,8,1.0
1232,10,12,-2,0.0
1233,8,5,3,1.0
1234,9,5,4,1.0
1235,11,21,-10,0.0
1236,3,0,3,1.0
1237,9,0,9,1.0
1238,10,4,6,1.0
1239,1,0,1,1.0
1240,2,3,-1,0.0
1241,7,8,-1,0.0
1242,13,6,7,1.0
1243,4,2,2,1.0
1244,0,1,-1,0.0
1245,8,5,3,1.0
1246,0,1,-1,0.0
1247,18,6,12,1.0
1248,12,9,3,1.0
1249,1,1,0,1.0
1250,4,4,0,1.0
1251,5,7,-2,0.0
1252,11,3,8,1.0
1253,3,6,-3,0.0
1254,3,0,3,1.0
1255,13,19,-6,0.0
1256,5,5,0,1.0
1257,5,11,-6,0.0
1258,2,6,-4,0.0
1259,6,1,5,1.0
1260,12,4,8,1.0
1261,5,3,2,1.0
1262,4,4,0,1.0
1263,4,5,-1,0.0
1264,1,1,0,1.0
1265,1,1,0,1.0
1266,9,10,-1,0.0
1267,11,4,7,1.0
1268,7,13,-6,0.0
1269,31,20,11,1.0
1270,6,8,-2,0.0
1271,2,5,-3,0.0
1272,19,16,3,1.0
1273,0,0,0,1.0
1274,10,8,2,1.0
1275,2,0,2,1.0
1276,3,2,1,1.0
1277,4,0,4,1.0
1278,9,8,1,1.0
1279,1,2,-1,0.0
1280,10,15,-5,0.0
1281,10,27,-17,0.0
1282,3,6,-3,0.0
1283,17,6,11,1.0
1284,14,8,6,1.0
1285,15,9,6,1.0
1286,5,8,-3,0.0
1287,4,3,1,1.0
1288,7,5,2,1.0
1289,24,36,-12,0.0
1290,2,1,1,1.0
1291,9,5,4,1.0
1292,0,0,0,1.0
1293,23,23,0,1.0
1294,19,7,12,1.0
1295,9,3,6,1.0
1296,10,6,4,1.0
1297,7,5,2,1.0
1298,4,1,3,1.0
1299,3,3,0,1.0
1300,30,19,11,1.0
1301,6,8,-2,0.0
1302,6,2,4,1.0
1303,13,11,2,1.0
1304,15,8,7,1.0
1305,0,1,-1,0.0
1306,9,8,1,1.0
1307,9,15,-6,0.0
1308,5,5,0,1.0
1309,6,1,5,1.0
1310,10,8,2,1.0
1311,2,1,1,1.0
1312,12,13,-1,0.0
1313,18,18,0,1.0
1314,9,6,3,1.0
1315,11,3,8,1.0
1316,28,27,1,1.0
1317,3,5,-2,0.0
1318,10,8,2,1.0
1319,2,3,-1,0.0
1320,9,7,2,1.0
1321,7,10,-3,0.0
1322,5,5,0,1.0
1323,8,7,1,1.0
1324,10,3,7,1.0
1325,16,20,-4,0.0
1326,6,2,4,1.0
1327,9,6,3,1.0
1328,16,5,11,1.0
1329,11,11,0,1.0
1330,36,24,12,1.0
1331,10,9,1,1.0
1332,3,5,-2,0.0
1333,20,23,-3,0.0
1334,3,2,1,1.0
1335,16,11,5,1.0
1336,12,20,-8,0.0
1337,0,0,0,1.0
1338,7,8,-1,0.0
1339,15,15,0,1.0
1340,11,9,2,1.0
1341,2,2,0,1.0
1342,14,9,5,1.0
1343,9,11,-2,0.0
1344,5,3,2,1.0
1345,6,6,0,1.0
1346,13,19,-6,0.0
1347,11,6,5,1.0
1348,8,8,0,1.0
1349,1,2,-1,0.0
1350,7,8,-1,0.0
1351,5,9,-4,0.0
1352,1,0,1,1.0
1353,3,4,-1,0.0
1354,9,6,3,1.0
1355,1,3,-2,0.0
1356,1,2,-1,0.0
1357,0,0,0,1.0
1358,2,0,2,1.0
1359,5,5,0,1.0
1360,4,2,2,1.0
1361,5,3,2,1.0
1362,5,1,4,1.0
1363,4,3,1,1.0
1364,12,3,9,1.0
1365,9,5,4,1.0
1366,22,29,-7,0.0
1367,28,22,6,1.0
1368,3,5,-2,0.0
1369,6,2,4,1.0
1370,0,0,0,1.0
1371,8,9,-1,0.0
1372,27,20,7,1.0
1373,3,4,-1,0.0
1374,4,2,2,1.0
1375,3,2,1,1.0
1376,1,2,-1,0.0
1377,13,8,5,1.0
1378,7,3,4,1.0
1379,15,13,2,1.0
1380,0,1,-1,0.0
1381,7,5,2,1.0
1382,0,1,-1,0.0
1383,1,0,1,1.0
1384,6,4,2,1.0
1385,8,7,1,1.0
1386,2,0,2,1.0
1387,0,0,0,1.0
1388,5,6,-1,0.0
1389,4,3,1,1.0
1390,2,4,-2,0.0
1391,11,8,3,1.0
1392,8,10,-2,0.0
1393,4,7,-3,0.0
1394,9,12,-3,0.0
1395,6,2,4,1.0
1396,12,4,8,1.0
1397,10,8,2,1.0
1398,0,2,-2,0.0
1399,14,12,2,1.0
1400,9,5,4,1.0
1401,5,5,0,1.0
1402,11,10,1,1.0
1403,6,4,2,1.0
1404,6,4,2,1.0
1405,5,2,3,1.0
1406,11,4,7,1.0
1407,1,0,1,1.0
1408,0,2,-2,0.0
1409,18,12,6,1.0
1410,2,0,2,1.0
1411,1,5,-4,0.0
1412,6,5,1,1.0
1413,9,6,3,1.0
1414,8,6,2,1.0
1415,14,7,7,1.0
1416,13,9,4,1.0
1417,9,3,6,1.0
1418,4,3,1,1.0
1419,3,6,-3,0.0
1420,5,4,1,1.0
1421,16,2,14,1.0
1422,2,1,1,1.0
1423,5,7,-2,0.0
1424,2,6,-4,0.0
1425,16,13,3,1.0
1426,6,2,4,1.0
1427,7,3,4,1.0
1428,5,5,0,1.0
1429,8,9,-1,0.0
1430,9,11,-2,0.0
1431,4,6,-2,0.0
1432,13,20,-7,0.0
1433,5,8,-3,0.0
1434,1,1,0,1.0
1435,1,0,1,1.0
1436,1,0,1,1.0
1437,2,0,2,1.0
1438,7,5,2,1.0
1439,1,0,1,1.0
1440,3,2,1,1.0
1441,8,5,3,1.0
1442,7,10,-3,0.0
1443,7,3,4,1.0
1444,7,7,0,1.0
1445,11,7,4,1.0
1446,8,5,3,1.0
1447,15,14,1,1.0
1448,1,0,1,1.0
1449,1,3,-2,0.0
1450,0,1,-1,0.0
1451,7,5,2,1.0
1452,3,6,-3,0.0
1453,0,0,0,1.0
1454,4,2,2,1.0
1455,2,1,1,1.0
1456,2,3,-1,0.0
1457,1,3,-2,0.0
1458,5,6,-1,0.0
1459,2,0,2,1.0
1460,2,3,-1,0.0
1461,4,0,4,1.0
1462,3,8,-5,0.0
1463,5,6,-1,0.0
1464,9,5,4,1.0
1465,2,2,0,1.0
1466,31,28,3,1.0
1467,13,14,-1,0.0
1468,5,11,-6,0.0
1469,6,12,-6,0.0
1470,0,0,0,1.0
1471,4,1,3,1.0
1472,14,17,-3,0.0
1473,1,2,-1,0.0
1474,12,13,-1,0.0
1475,9,7,2,1.0
1476,9,14,-5,0.0
1477,20,13,7,1.0
1478,8,9,-1,0.0
1479,13,6,7,1.0
1480,41,48,-7,0.0
1481,7,3,4,1.0
1482,14,9,5,1.0
1483,6,4,2,1.0
1484,8,11,-3,0.0
1485,7,9,-2,0.0
1486,12,15,-3,0.0
1487,16,20,-4,0.0
1488,7,7,0,1.0
1489,13,14,-1,0.0
1490,12,18,-6,0.0
1491,12,6,6,1.0
1492,16,10,6,1.0
1493,6,11,-5,0.0
1494,5,6,-1,0.0
1495,7,12,-5,0.0
1496,6,5,1,1.0
1497,0,0,0,1.0
1498,11,11,0,1.0
1499,1,0,1,1.0
1500,7,6,1,1.0
1501,10,16,-6,0.0
1502,5,5,0,1.0
1503,13,12,1,1.0
1504,7,10,-3,0.0
1505,10,2,8,1.0
1506,13,19,-6,0.0
1507,10,4,6,1.0
1508,10,7,3,1.0
1509,6,4,2,1.0
1510,5,3,2,1.0
1511,15,16,-1,0.0
1512,10,7,3,1.0
1513,6,6,0,1.0
1514,12,14,-2,0.0
1515,6,5,1,1.0
1516,16,9,7,1.0
1517,1,5,-4,0.0
1518,9,7,2,1.0
1519,12,5,7,1.0
1520,13,11,2,1.0
1521,5,6,-1,0.0
1522,4,2,2,1.0
1523,3,3,0,1.0
1524,2,0,2,1.0
1525,14,19,-5,0.0
1526,9,9,0,1.0
1527,10,7,3,1.0
1528,10,12,-2,0.0
1529,10,16,-6,0.0
1530,10,7,3,1.0
1531,20,19,1,1.0
1532,3,9,-6,0.0
1533,4,1,3,1.0
1534,20,14,6,1.0
1535,2,2,0,1.0
1536,20,12,8,1.0
1537,3,2,1,1.0
1538,1,2,-1,0.0
1539,5,10,-5,0.0
1540,14,13,1,1.0
1541,15,9,6,1.0
1542,13,7,6,1.0
1543,10,9,1,1.0
1544,18,9,9,1.0
1545,1,0,1,1.0
1546,8,7,1,1.0
1547,7,12,-5,0.0
1548,1,4,-3,0.0
1549,1,4,-3,0.0
1550,3,2,1,1.0
1551,0,0,0,1.0
1552,15,11,4,1.0
1553,10,8,2,1.0
1554,4,2,2,1.0
1555,8,12,-4,0.0
1556,15,21,-6,0.0
1557,7,11,-4,0.0
1558,12,26,-14,0.0
1559,5,6,-1,0.0
1560,10,11,-1,0.0
1561,21,17,4,1.0
1562,1,4,-3,0.0
1563,9,12,-3,0.0
1564,12,10,2,1.0
1565,17,4,13,1.0
1566,3,2,1,1.0
1567,5,11,-6,0.0
1568,2,3,-1,0.0
1569,14,15,-1,0.0
1570,8,7,1,1.0
1571,8,13,-5,0.0
1572,12,12,0,1.0
1573,3,8,-5,0.0
1574,5,5,0,1.0
1575,3,2,1,1.0
1576,12,14,-2,0.0
1577,2,6,-4,0.0
1578,11,14,-3,0.0
1579,1,0,1,1.0
1580,15,15,0,1.0
1581,9,10,-1,0.0
1582,3,2,1,1.0
1583,17,15,2,1.0
1584,6,1,5,1.0
1585,11,5,6,1.0
1586,8,6,2,1.0
1587,0,0,0,1.0
1588,8,3,5,1.0
1589,9,4,5,1.0
1590,13,19,-6,0.0
1591,13,14,-1,0.0
1592,16,24,-8,0.0
1593,26,37,-11,0.0
1594,10,8,2,1.0
1595,16,21,-5,0.0
1596,13,9,4,1.0
1597,6,5,1,1.0
1598,8,3,5,1.0
1599,3,3,0,1.0
1600,10,13,-3,0.0
1601,5,4,1,1.0
1602,0,1,-1,0.0
1603,0,0,0,1.0
1604,7,3,4,1.0
1605,11,16,-5,0.0
1606,3,2,1,1.0
1607,9,9,0,1.0
1608,6,9,-3,0.0
1609,6,4,2,1.0
1610,12,11,1,1.0
1611,7,5,2,1.0
1612,2,2,0,1.0
1613,8,16,-8,0.0
1614,9,11,-2,0.0
1615,12,11,1,1.0
1616,8,13,-5,0.0
1617,3,8,-5,0.0
1618,14,10,4,1.0
1619,7,6,1,1.0
1620,3,2,1,1.0
1621,5,4,1,1.0
1622,8,9,-1,0.0
1623,3,6,-3,0.0
1624,1,2,-1,0.0
1625,21,18,3,1.0
1626,15,10,5,1.0
1627,8,9,-1,0.0
1628,14,4,10,1.0
1629,36,36,0,1.0
1630,5,5,0,1.0
1631,1,2,-1,0.0
1632,8,12,-4,0.0
1633,3,6,-3,0.0
1634,8,12,-4,0.0
1635,11,11,0,1.0
1636,3,3,0,1.0
1637,0,2,-2,0.0
1638,11,11,0,1.0
1639,0,0,0,1.0
1640,2,3,-1,0.0
1641,15,23,-8,0.0
1642,12,16,-4,0.0
1643,18,18,0,1.0
1644,23,19,4,1.0
1645,5,11,-6,0.0
1646,8,6,2,1.0
1647,1,1,0,1.0
1648,15,14,1,1.0
1649,3,2,1,1.0
1650,0,1,-1,0.0
1651,3,2,1,1.0
1652,8,12,-4,0.0
1653,1,2,-1,0.0
1654,2,2,0,1.0
1655,28,15,13,1.0
1656,9,7,2,1.0
1657,1,6,-5,0.0
1658,1,1,0,1.0
1659,15,27,-12,0.0
1660,6,6,0,1.0
1661,2,8,-6,0.0
1662,13,12,1,1.0
1663,6,7,-1,0.0
1664,10,7,3,1.0
1665,21,23,-2,0.0
1666,11,5,6,1.0
1667,3,6,-3,0.0
1668,12,21,-9,0.0
1669,19,24,-5,0.0
1670,3,1,2,1.0
1671,2,0,2,1.0
1672,5,11,-6,0.0
1673,11,10,1,1.0
1674,5,2,3,1.0
1675,19,14,5,1.0
1676,5,2,3,1.0
1677,9,5,4,1.0
1678,9,15,-6,0.0
1679,5,5,0,1.0
1680,2,2,0,1.0
1681,1,2,-1,0.0
1682,3,3,0,1.0
1683,7,6,1,1.0
1684,14,12,2,1.0
1685,2,7,-5,0.0
1686,0,0,0,1.0
1687,2,1,1,1.0
1688,11,15,-4,0.0
1689,7,9,-2,0.0
1690,19,11,8,1.0
1691,3,13,-10,0.0
1692,7,11,-4,0.0
1693,6,5,1,1.0
1694,5,10,-5,0.0
1695,6,5,1,1.0
1696,11,5,6,1.0
1697,4,8,-4,0.0
1698,16,13,3,1.0
1699,9,11,-2,0.0
1700,12,21,-9,0.0
1701,3,2,1,1.0
1702,1,2,-1,0.0
1703,23,24,-1,0.0
1704,13,14,-1,0.0
1705,7,15,-8,0.0
1706,5,3,2,1.0
1707,0,2,-2,0.0
1708,10,10,0,1.0
1709,9,8,1,1.0
1710,6,3,3,1.0
1711,2,0,2,1.0
1712,13,11,2,1.0
1713,9,9,0,1.0
1714,6,5,1,1.0
1715,12,14,-2,0.0
1716,16,10,6,1.0
1717,6,7,-1,0.0
1718,1,1,0,1.0
1719,16,10,6,1.0
1720,11,5,6,1.0
1721,9,7,2,1.0
1722,1,4,-3,0.0
1723,20,15,5,1.0
1724,1,2,-1,0.0
1725,4,9,-5,0.0
1726,28,24,4,1.0
1727,0,0,0,1.0
1728,3,2,1,1.0
1729,0,1,-1,0.0
1730,29,41,-12,0.0
1731,14,10,4,1.0
1732,4,2,2,1.0
1733,16,7,9,1.0
1734,11,6,5,1.0
1735,8,8,0,1.0
1736,10,6,4,1.0
1737,36,16,20,1.0
1738,4,2,2,1.0
1739,6,17,-11,0.0
1740,4,4,0,1.0
1741,36,16,20,1.0
1742,5,3,2,1.0
1743,5,8,-3,0.0
1744,2,6,-4,0.0
1745,7,6,1,1.0
1746,7,8,-1,0.0
1747,8,9,-1,0.0
1748,3,0,3,1.0
1749,16,7,9,1.0
1750,1,3,-2,0.0
1751,5,11,-6,0.0
1752,0,0,0,1.0
1753,8,7,1,1.0
1754,14,15,-1,0.0
1755,0,0,0,1.0
1756,16,18,-2,0.0
1757,2,6,-4,0.0
1758,1,2,-1,0.0
1759,7,3,4,1.0
1760,5,4,1,1.0
1761,8,13,-5,0.0
1762,0,1,-1,0.0
1763,2,2,0,1.0
1764,6,5,1,1.0
1765,1,4,-3,0.0
1766,3,4,-1,0.0
1767,5,4,1,1.0
1768,7,6,1,1.0
1769,1,7,-6,0.0
1770,0,2,-2,0.0
1771,45,41,4,1.0
1772,12,8,4,1.0
1773,4,0,4,1.0
1774,0,3,-3,0.0
1775,8,15,-7,0.0
1776,3,1,2,1.0
1777,23,20,3,1.0
1778,6,4,2,1.0
1779,9,14,-5,0.0
1780,33,16,17,1.0
1781,14,24,-10,0.0
1782,4,6,-2,0.0
1783,0,2,-2,0.0
1784,5,1,4,1.0
1785,10,7,3,1.0
1786,5,3,2,1.0
1787,2,4,-2,0.0
1788,7,6,1,1.0
1789,6,4,2,1.0
1790,0,2,-2,0.0
1791,5,10,-5,0.0
1792,0,0,0,1.0
1793,0,0,0,1.0
1794,3,3,0,1.0
1795,4,6,-2,0.0
1796,10,13,-3,0.0
1797,0,0,0,1.0
1798,12,7,5,1.0
1799,23,24,-1,0.0
1800,29,18,11,1.0
1801,7,3,4,1.0
1802,2,0,2,1.0
1803,6,7,-1,0.0
1804,3,1,2,1.0
1805,2,1,1,1.0
1806,29,17,12,1.0
1807,9,11,-2,0.0
1808,5,4,1,1.0
1809,3,6,-3,0.0
1810,1,0,1,1.0
1811,5,0,5,1.0
1812,5,5,0,1.0
1813,10,2,8,1.0
1814,2,1,1,1.0
1815,16,7,9,1.0
1816,1,1,0,1.0
1817,0,1,-1,0.0
1818,9,14,-5,0.0
1819,9,4,5,1.0
1820,1,0,1,1.0
1821,5,0,5,1.0
1822,2,0,2,1.0
1823,16,19,-3,0.0
1824,1,3,-2,0.0
1825,3,2,1,1.0
1826,5,7,-2,0.0
1827,6,5,1,1.0
1828,5,2,3,1.0
1829,4,2,2,1.0
1830,1,2,-1,0.0
1831,2,4,-2,0.0
1832,0,2,-2,0.0
1833,0,0,0,1.0
1834,4,2,2,1.0
1835,7,5,2,1.0
1836,3,1,2,1.0
1837,0,0,0,1.0
1838,1,2,-1,0.0
1839,0,1,-1,0.0
1840,11,7,4,1.0
1841,3,1,2,1.0
1842,4,5,-1,0.0
1843,1,2,-1,0.0
1844,1,9,-8,0.0
1845,12,7,5,1.0
1846,1,1,0,1.0
1847,3,6,-3,0.0
1848,0,1,-1,0.0
1849,2,0,2,1.0
1850,4,3,1,1.0
1851,1,1,0,1.0
1852,11,19,-8,0.0
1853,5,2,3,1.0
1854,11,8,3,1.0
1855,0,1,-1,0.0
1856,0,0,0,1.0
1857,2,2,0,1.0
1858,8,10,-2,0.0
1859,3,4,-1,0.0
1860,0,1,-1,0.0
1861,0,3,-3,0.0
1862,6,0,6,1.0
1863,6,1,5,1.0
1864,11,7,4,1.0
1865,2,2,0,1.0
1866,13,13,0,1.0
1867,9,3,6,1.0
1868,2,1,1,1.0
1869,5,11,-6,0.0
1870,4,8,-4,0.0
1871,11,6,5,1.0
1872,3,4,-1,0.0
1873,1,0,1,1.0
1874,6,3,3,1.0
1875,10,5,5,1.0
1876,8,5,3,1.0
1877,3,1,2,1.0
1878,9,15,-6,0.0
1879,14,11,3,1.0
1880,1,1,0,1.0
1881,0,0,0,1.0
1882,2,0,2,1.0
1883,0,0,0,1.0
1884,0,4,-4,0.0
1885,1,2,-1,0.0
1886,1,3,-2,0.0
1887,10,1,9,1.0
1888,2,3,-1,0.0
1889,2,0,2,1.0
1890,0,1,-1,0.0
1891,17,20,-3,0.0
1892,5,5,0,1.0
1893,1,1,0,1.0
1894,3,0,3,1.0
1895,8,21,-13,0.0
1896,2,0,2,1.0
1897,13,20,-7,0.0
1898,12,5,7,1.0
1899,4,8,-4,0.0
1900,15,16,-1,0.0
1901,3,1,2,1.0
1902,17,16,1,1.0
1903,15,14,1,1.0
1904,7,7,0,1.0
1905,1,1,0,1.0
1906,5,1,4,1.0
1907,9,3,6,1.0
1908,20,41,-21,0.0
1909,10,8,2,1.0
1910,8,13,-5,0.0
1911,5,8,-3,0.0
1912,14,17,-3,0.0
1913,13,14,-1,0.0
1914,7,4,3,1.0
1915,11,6,5,1.0
1916,15,14,1,1.0
1917,1,2,-1,0.0
1918,1,2,-1,0.0
1919,16,19,-3,0.0
1920,1,2,-1,0.0
1921,19,21,-2,0.0
1922,5,4,1,1.0
1923,5,1,4,1.0
1924,1,8,-7,0.0
1925,5,2,3,1.0
1926,1,1,0,1.0
1927,3,5,-2,0.0
1928,5,10,-5,0.0
1929,0,0,0,1.0
1930,6,10,-4,0.0
1931,13,8,5,1.0
1932,13,8,5,1.0
1933,5,3,2,1.0
1934,1,0,1,1.0
1935,8,5,3,1.0
1936,6,13,-7,0.0
1937,12,11,1,1.0
1938,6,6,0,1.0
1939,5,5,0,1.0
1940,1,2,-1,0.0
1941,2,1,1,1.0
1942,1,3,-2,0.0
1943,13,8,5,1.0
1944,5,0,5,1.0
1945,3,3,0,1.0
1946,2,0,2,1.0
1947,24,36,-12,0.0
1948,6,3,3,1.0
1949,9,3,6,1.0
1950,7,7,0,1.0
1951,1,0,1,1.0
1952,15,12,3,1.0
1953,9,6,3,1.0
1954,6,4,2,1.0
1955,6,7,-1,0.0
1956,15,9,6,1.0
1957,4,3,1,1.0
1958,11,13,-2,0.0
1959,10,7,3,1.0
1960,16,20,-4,0.0
1961,4,7,-3,0.0
1962,30,18,12,1.0
1963,11,9,2,1.0
1964,5,5,0,1.0
1965,2,1,1,1.0
1966,2,1,1,1.0
1967,0,0,0,1.0
1968,4,1,3,1.0
1969,4,1,3,1.0
1970,0,2,-2,0.0
1971,10,6,4,1.0
1972,1,0,1,1.0
1973,1,2,-1,0.0
1974,15,14,1,1.0
1975,3,3,0,1.0
1976,3,1,2,1.0
1977,6,7,-1,0.0
1978,4,4,0,1.0
1979,2,0,2,1.0
1980,7,2,5,1.0
1981,3,1,2,1.0
1982,8,5,3,1.0
1983,1,2,-1,0.0
1984,2,1,1,1.0
1985,7,7,0,1.0
1986,5,11,-6,0.0
1987,7,7,0,1.0
1988,1,1,0,1.0
1989,2,0,2,1.0
1990,8,7,1,1.0
1991,21,13,8,1.0
1992,8,9,-1,0.0
1993,24,20,4,1.0
1994,1,3,-2,0.0
1995,0,0,0,1.0
1996,5,5,0,1.0
1997,3,3,0,1.0
1998,8,5,3,1.0
1999,9,15,-6,0.0
2000,0,1,-1,0.0
2001,0,1,-1,0.0
2002,2,1,1,1.0
2003,10,8,2,1.0
2004,8,5,3,1.0
2005,4,7,-3,0.0
2006,7,9,-2,0.0
2007,2,1,1,1.0
2008,1,1,0,1.0
2009,4,4,0,1.0
2010,8,3,5,1.0
2011,9,2,7,1.0
2012,4,1,3,1.0
2013,11,22,-11,0.0
2014,1,0,1,1.0
2015,8,10,-2,0.0
2016,0,2,-2,0.0
2017,13,12,1,1.0
2018,3,6,-3,0.0
2019,12,8,4,1.0
2020,27,23,4,1.0
2021,4,4,0,1.0
2022,3,1,2,1.0
2023,4,18,-14,0.0
2024,14,13,1,1.0
2025,5,8,-3,0.0
2026,16,9,7,1.0
2027,4,8,-4,0.0
2028,4,3,1,1.0
2029,5,11,-6,0.0
2030,9,15,-6,0.0
2031,4,3,1,1.0
2032,11,8,3,1.0
2033,0,0,0,1.0
2034,5,3,2,1.0
2035,5,5,0,1.0
2036,9,10,-1,0.0
2037,4,4,0,1.0
2038,0,1,-1,0.0
2039,4,7,-3,0.0
2040,5,11,-6,0.0
2041,3,1,2,1.0
2042,5,1,4,1.0
2043,10,8,2,1.0
2044,15,9,6,1.0
2045,21,17,4,1.0
2046,2,6,-4,0.0
2047,6,6,0,1.0
2048,3,3,0,1.0
2049,5,4,1,1.0
2050,15,9,6,1.0
2051,3,1,2,1.0
2052,2,6,-4,0.0
2053,38,18,20,1.0
2054,1,1,0,1.0
2055,8,3,5,1.0
2056,2,6,-4,0.0
2057,4,3,1,1.0
2058,10,11,-1,0.0
2059,11,12,-1,0.0
2060,5,3,2,1.0
2061,1,1,0,1.0
2062,4,6,-2,0.0
2063,10,9,1,1.0
2064,0,0,0,1.0
2065,0,1,-1,0.0
2066,3,9,-6,0.0
2067,5,2,3,1.0
2068,13,7,6,1.0
2069,31,46,-15,0.0
2070,12,4,8,1.0
2071,8,1,7,1.0
2072,12,9,3,1.0
2073,2,4,-2,0.0
2074,12,7,5,1.0
2075,20,15,5,1.0
2076,11,6,5,1.0
2077,38,21,17,1.0
2078,15,20,-5,0.0
2079,7,8,-1,0.0
2080,7,7,0,1.0
2081,12,18,-6,0.0
2082,17,33,-16,0.0
2083,10,6,4,1.0
2084,5,4,1,1.0
2085,28,26,2,1.0
2086,3,0,3,1.0
2087,5,7,-2,0.0
2088,1,1,0,1.0
2089,13,12,1,1.0
2090,4,6,-2,0.0
2091,7,4,3,1.0
2092,5,9,-4,0.0
2093,10,10,0,1.0
2094,5,6,-1,0.0
2095,14,12,2,1.0
2096,5,12,-7,0.0
2097,28,26,2,1.0
2098,6,3,3,1.0
2099,12,16,-4,0.0
2100,9,6,3,1.0
2101,2,5,-3,0.0
2102,3,2,1,1.0
2103,4,5,-1,0.0
2104,14,11,3,1.0
2105,9,11,-2,0.0
2106,1,4,-3,0.0
2107,9,5,4,1.0
2108,2,18,-16,0.0
2109,6,5,1,1.0
2110,8,14,-6,0.0
2111,5,3,2,1.0
2112,18,18,0,1.0
2113,7,9,-2,0.0
2114,2,0,2,1.0
2115,1,1,0,1.0
2116,5,5,0,1.0
2117,0,0,0,1.0
2118,0,0,0,1.0
2119,0,0,0,1.0
2120,3,1,2,1.0
2121,11,15,-4,0.0
2122,19,11,8,1.0
2123,5,7,-2,0.0
2124,17,24,-7,0.0
2125,3,5,-2,0.0
2126,2,2,0,1.0
2127,20,12,8,1.0
2128,9,6,3,1.0
2129,5,3,2,1.0
2130,1,0,1,1.0
2131,1,1,0,1.0
2132,3,2,1,1.0
2133,0,0,0,1.0
2134,0,0,0,1.0
2135,1,0,1,1.0
2136,29,33,-4,0.0
2137,1,0,1,1.0
2138,17,7,10,1.0
2139,7,3,4,1.0
2140,0,0,0,1.0
2141,17,17,0,1.0
2142,4,6,-2,0.0
2143,9,12,-3,0.0
2144,10,3,7,1.0
2145,2,1,1,1.0
2146,5,1,4,1.0
2147,3,2,1,1.0
2148,12,6,6,1.0
2149,1,2,-1,0.0
2150,0,0,0,1.0
2151,0,0,0,1.0
2152,6,3,3,1.0
2153,1,2,-1,0.0
2154,1,2,-1,0.0
2155,5,5,0,1.0
2156,0,1,-1,0.0
2157,5,2,3,1.0
2158,11,18,-7,0.0
2159,12,10,2,1.0
2160,8,7,1,1.0
2161,3,2,1,1.0
2162,5,6,-1,0.0
2163,9,4,5,1.0
2164,1,0,1,1.0
2165,4,9,-5,0.0
