,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN
715,291701801,덕봉,화암동구간, ,0.71,쉬움,13,9
716,422301401,덕봉산,노곡리구간, ,0.12,쉬움,2,1
717,448100201,덕봉산,수철리구간, ,0.06,쉬움,1,1
718,488201301,덕산, , ,1.34,쉬움,24,17
719,448100301,덕산_가야산, , ,0.96,쉬움,17,12
720,457403804,덕산계곡,덕산리구간, ,0.53,쉬움,9,7
721,457403904,덕산계곡,덕산리구간, ,0.46,쉬움,9,6
722,479200701,덕산봉,행화리구간, ,3.14,쉬움,67,47
723,468702801,덕산산,덕산1구-송학1구구간, ,1.61,쉬움,28,20
724,411170901,덕성산,월암동구간, ,0.39,쉬움,7,5
725,415500701,덕성산,칠장리구간, ,0.95,쉬움,24,17
726,448100401,덕숭산_수덕산, , ,0.02,쉬움,1,0
727,415500801,덕암산,도일동구간, ,0.91,쉬움,16,11
728,468900501,덕암산,"대성빌라입구-체육공원,칠인헬기장구간", ,0.84,쉬움,15,10
729,421501501,덕우봉,담산동구간, ,0.34,쉬움,6,4
730,421501601,덕우산,덕우산샘터표지석-정상구간, ,1.81,쉬움,68,48
731,457300702,덕유산_향적봉, , ,2.95,쉬움,74,52
732,451900901,덕음산,신촌동구간, ,0.24,쉬움,4,3
733,287101801,덕정산,양도면인산리-양도면길정리구간, ,4.75,쉬움,84,59
734,412200501,덕지산,어소리구간, ,0.32,쉬움,6,4
735,457200801,덕태산,백암리구간,백운동 → 덕태산 → 시루봉 → 백운동,1.4,쉬움,25,17
736,457203704,덕태산백운마을,백암리구간, ,4.14,쉬움,104,72
737,427505604,덕포숲길,덕포리구간, ,0.32,쉬움,6,4
738,421900601,덕항산,하사미동구간, ,1.83,쉬움,32,23
739,301104101,덤바위산,비룡동구간, ,1.34,쉬움,24,17
740,422304001,도계대덕산,전두리안골-도계공설운동장구간, ,0.56,쉬움,10,7
741,442001201,도고산,농은리구간, ,5.04,쉬움,89,62
742,448102401,도고산,효자리구간, ,2.38,쉬움,89,62
743,478501001,도고산,노석리구간, ,0.72,쉬움,18,13
744,491300404,도너리오름,금악리구간, ,1.09,쉬움,19,13
745,437300501,도덕봉,세산리구간, ,0.1,쉬움,2,1
746,437302801,도덕봉,백운리구간, ,0.08,쉬움,1,1
747,271400401,도덕산,구덕리구간, ,2.66,쉬움,47,33
748,412100301,도덕산,노온사동구간, ,0.41,쉬움,7,5
749,471301301,도덕산,옥산리구간, ,1.57,쉬움,28,19
750,482200601,도덕산,도선리구간, ,2.65,쉬움,80,56
751,491100501,도두봉,도두일동구간, ,0.12,쉬움,2,1
752,416300501,도락산,방성리구간, ,0.35,쉬움,6,4
753,438002801,도락산,가산리구간, ,0.03,쉬움,1,0
754,427702301,도름산,임계리구간, ,2.52,쉬움,44,31
755,469000701,도리산,여미리구간, ,1.52,쉬움,33,23
756,482501001,도봉산,정착계곡소류지-대감면사무소옆구간, ,0.43,쉬움,8,5
757,113200102,도봉산_자운봉,우이동구간, ,0.81,쉬움,14,10
758,442100401,도비산,산동리구간, ,0.96,쉬움,17,12
759,488703701,도숭산,월암리구간, ,3.28,쉬움,70,49
760,301700704,도안공원,관저1동관저초등학교-도안동목원대학교구간, ,0.27,쉬움,5,3
761,471104901,도음산, , ,0.61,쉬움,11,8
762,472801001,도장산,내서리구간, ,1.02,쉬움,18,13
763,487400701,도초산,신전리마을임도입구-정상구간, ,2.04,쉬움,36,25
764,428305904,도화리,학포리구간, ,0.21,쉬움,4,3
765,422301701,독묘산,신기리구간, ,0.28,중간,5,3
766,113801001,독바위산,녹번동구간, ,0.12,쉬움,2,1
767,422305901,독봉산,도경동구간, ,1.99,쉬움,35,25
768,483101501,독봉산,양정동구간, ,0.62,쉬움,11,8
769,467102804,독수정원림,정곡리구간, ,0.61,쉬움,11,8
770,469104801,독실산,가거도리구간, ,1.68,쉬움,50,35
771,478400701,독용산,금봉리구간, ,0.56,쉬움,11,7
772,491301201,독자봉,신산리구간, ,0.03,쉬움,1,0
773,427303901,독재봉,학담리구간, ,1.24,쉬움,23,16
774,472804801,돈달산,흥덕동구간, ,0.21,쉬움,4,3
775,491103904,돈대미,영락리구간, ,0.33,쉬움,6,4
776,479205204,돈대이,척곡리구간, ,0.65,쉬움,11,8
777,271401504,돈지공원,용계동구간, ,0.31,쉬움,5,4
778,421105704,돌고개,송암동구간, ,0.4,쉬움,7,5
779,488207101,돌구산, , ,1.08,쉬움,19,13
780,437300601,돌람산,구일리구간, ,0.43,쉬움,8,5
781,414603901,돌봉산,김량장동구간, ,0.33,쉬움,6,4
782,491300304,돌오름길,중문동구간, ,5.54,쉬움,98,68
783,491104004,돔박이,광평리구간, ,0.26,쉬움,5,3
784,451301701,돗대산,당북리구간, ,0.71,쉬움,13,9
785,301104201,동광산,자양동구간, ,0.79,쉬움,14,10
786,427903404,동구래탐방로,하남면원천리-하남면서오지리구간, ,2.24,쉬움,40,28
787,413100204,동구릉,인창동구간,현릉,0.3,쉬움,5,4
788,412801504,동국대뒷산,동국대농대생태체험장입구-동국로등산로입구구간, ,0.15,쉬움,3,2
789,441800201,동달산,내평리구간, ,1.07,쉬움,19,13
790,312000101,동대산,대안동구간, ,2.58,쉬움,46,32
791,477701201,동대산, , ,0.48,쉬움,8,6
792,428301101,동두산,임천리구간, ,0.08,쉬움,1,1
793,431101101,동림산, , ,0.1,쉬움,2,1
794,447300801,동림산,산림욕장진입로내갈림길-노장리마을내갈림길구간, ,0.87,쉬움,15,11
795,441800301,동막산,평리구간, ,1.88,쉬움,33,23
796,468901801,동망봉,군내리구간, ,0.76,쉬움,13,9
797,415003401,동맥이산,평창리구간, ,0.83,쉬움,18,12
798,491300204,동백길,토평동구간, ,6.3,쉬움,158,110
799,431501301,동산,학현리구간, ,1.7,쉬움,30,21
800,483101701,동산,옥포동구간, ,0.21,쉬움,4,3
801,457100601,동성산,인혜가든초입-단지재구간, ,0.37,쉬움,7,5
802,467200103,동악산둘레길,원등리구간, ,14.55,쉬움,273,191
803,282370601,동암산,부평구부평3동구간, ,0.4,쉬움,7,5
804,467703101,동포뒷산,백양리백양교회-백양리고막포구간, ,2.29,쉬움,40,28
805,441505501,동해동산,동해리구간, ,0.2,쉬움,4,2
806,312000201,동화산,무룡동구간, ,2.41,쉬움,60,42
807,421507601,된봉,난곡동구간, ,0.4,쉬움,7,5
808,421903601,된봉,황지동구간, ,1.53,쉬움,27,19
809,441505601,됨봉,남산리구간, ,2.81,쉬움,50,35
810,431101301,두루봉산,공북리구간, ,0.39,쉬움,7,5
811,427900601,두류산, , ,0.3,쉬움,5,4
812,468201301,두륜산_가련봉,황산리구간, ,1.02,쉬움,18,13
813,421101301,두리봉,강촌리구간, ,0.48,쉬움,8,6
814,441505701,두리봉,웅진동구간, ,0.98,쉬움,25,17
815,451101201,두리봉,우아동1가구간, ,0.46,쉬움,8,6
816,472505201,두리봉,상오리구간, ,4.22,쉬움,106,74
817,441505801,두만리산,장원리구간, ,7.71,쉬움,165,116
818,488807701,두무산,수포대길구간, ,2.45,쉬움,43,30
819,428001204,두밀령,동면임당리구간, ,0.95,쉬움,17,12
820,467700401,두방산,매곡리구간, ,0.32,쉬움,6,4
821,428203601,두백산,오봉리구간, ,2.22,쉬움,39,27
822,469101401,두봉산,구영리구간, ,2.28,쉬움,43,30
823,422309304,두수골,도계리구간, ,3.04,쉬움,54,38
824,451801001,두승산, , ,0.02,쉬움,1,0
825,451803904,두승산성,입석리구간, ,1.72,쉬움,30,21
826,468302301,두억봉,가학리구간, ,2.73,쉬움,48,34
827,468303101,두억봉,가학리구간, ,0.91,중간,34,24
828,427501201,두위봉,사북리구간, ,5.5,쉬움,97,68
829,427700201,두치산,사북리구간, ,3.8,쉬움,67,47
830,422301901,두타산,번천리구간, ,1.41,쉬움,25,17
831,427601501,두타산, , ,2.18,쉬움,38,27
832,437500301,두타산,미암리구간, ,1.13,쉬움,20,14
833,448300501,둔군봉,도곡리구간, ,1.07,쉬움,19,13
834,472801101,둔덕산,완장리구간, ,0.15,쉬움,3,2
835,467904204,둔병재어림재,갈두리구간, ,0.99,쉬움,17,12
836,441505901,둔주봉,연주리구간, ,0.46,중간,10,7
837,491100601,둔지봉,한동리구간, ,1.87,쉬움,35,25
838,488602001,둔철산,외송리구간,3단폭포,0.1,쉬움,2,1
839,282450201,둥글메산,계양구목상동-계양구목상동구간, ,1.66,쉬움,29,21
840,491104104,뒷굽은이오름,송당리구간, ,0.2,쉬움,4,2
841,448102704,뒷산한치고개,대곡리구간, ,1.69,쉬움,42,30
842,421101501,드름산, , ,0.21,쉬움,4,3
843,491104204,들레오름,월평동구간, ,0.43,쉬움,8,5
844,415903601,등고산,월문리구간, ,0.23,중간,4,3
845,431501501,등곡산,한수면탄지리중치재(버스정류장)-한수면상탄지리(월악, ,3.04,쉬움,54,38
846,282001101,등배산,논현동구간, ,0.28,쉬움,5,3
847,477701501,등운산,영리구간, ,1.76,쉬움,66,46
848,491300104,따라비,가시리구간, ,0.89,쉬움,16,11
849,421507701,땅재봉,유천동구간, ,0.48,쉬움,8,6
850,487205001,로방산,상일리구간, ,0.06,쉬움,1,1
851,441506004,마곡사,운암리구간, ,0.29,쉬움,5,4
852,414603701,마구산,고림동구간, ,0.91,쉬움,16,11
853,415003701,마국산,서경저수지-용광사입구(부분순환)구간, ,0.54,쉬움,10,7
854,481100301,마금산,신촌리구간, ,0.98,쉬움,29,21
855,287100601,마니산, , ,0.64,쉬움,11,8
856,437401101,마니산,평계리구간, ,3.98,쉬움,70,49
857,431501601,마당재산,포전리구간, ,1.74,쉬움,65,46
858,427501301,마대산, , ,4.42,쉬움,166,116
859,415904001,마등산, , ,0.13,쉬움,2,2
860,416103001,마락산,초부리구간, ,0.69,쉬움,12,9
861,461300901,마래산,만흥동구간, ,0.25,쉬움,4,3
862,462300601,마로산,용강리구간, ,0.99,쉬움,17,12
863,421501901,마명산,유천동구간, ,0.14,쉬움,2,2
864,491104304,마보기,상천리구간, ,0.16,쉬움,3,2
865,467700501,마복산,봉산리구간, ,2.26,쉬움,40,28
866,457702601,마봉산,순화리구간, ,0.55,쉬움,10,7
867,481900501,마봉산,마천동구간, ,0.39,쉬움,7,5
868,428201201,마산,용대리구간, ,2.46,쉬움,43,30
869,301102504,마산동산성,동구마산동산-마산동사슴골구간, ,1.63,쉬움,29,20
870,427702901,마산봉,임계면임게중고등학교-임계면붕우카정비공업사구간, ,1.47,쉬움,26,18
871,437300801,마성산,교동리구간, ,0.02,쉬움,1,0
872,412200601,마안산, , ,0.05,쉬움,1,1
873,488701201,마안산,마산리구간, ,2.1,쉬움,39,28
874,441506101,마암1898봉,마암리구간, ,0.26,쉬움,5,3
875,457200901,마이산, , ,2.44,쉬움,43,30
876,421101701,마적산, , ,0.02,쉬움,1,0
877,491101004,마중오름,저지리구간, ,0.29,쉬움,5,4
878,291101901,마집봉, , ,1.63,쉬움,29,20
879,421507801,마차봉,유천동구간, ,0.98,쉬움,17,12
880,277100801,마천산,달천리구간, ,0.11,쉬움,2,1
881,482202901,마파산,영운리구간, ,0.12,쉬움,2,1
882,414604001,마평동산,마평동구간, ,0.29,쉬움,5,4
883,477201901,마항산,용대리구간, ,0.23,쉬움,4,3
884,457300801,마향산,방이리구간, ,1.69,쉬움,30,21
885,472805101,막장봉,쌍곡리구간, ,7.17,쉬움,154,108
886,421500504,만경대,구미동구간, ,0.27,쉬움,5,3
887,441300701,만경산,보산원리구간, ,1.47,쉬움,26,18
888,477301101,만경산,단밀면생송리-구천면청산리, ,8.33,쉬움,147,103
889,263200103,만남의광장구포도서관,초읍동구간, ,6.4,쉬움,160,112
890,421502101,만덕봉,임곡리구간, ,1.63,쉬움,29,20
891,457100701,만덕산, , ,0.06,쉬움,1,1
892,467100701,만덕산,용대리구간, ,0.03,쉬움,1,0
893,468100701,만덕산, , ,0.16,쉬움,3,2
894,437500401,만뢰산,연곡리구간, ,1.03,쉬움,22,15
895,422100404,만리공원, , ,0.05,쉬움,1,1
896,479200801,만리산,명호면관창리순환구간, ,0.62,쉬움,11,8
897,448252304,만리포중학교뒷산,송현리구간, ,1.95,쉬움,34,24
898,471306001,만불산,아화리구간, ,1.42,쉬움,25,18
899,479200901,만석산,학산리구간, ,0.87,쉬움,15,11
900,447900601,만세봉,서정리구간, ,0.12,쉬움,2,1
901,282000701,만수산, , ,0.38,쉬움,7,5
902,441800401,만수산,만수리구간, ,1.15,쉬움,20,14
903,482701601,만어산,우곡리구간, ,1.88,쉬움,71,49
904,467901201,만연산,동구리구간, ,4.49,쉬움,79,55
905,287100701,만월산,간석동구간, ,0.44,쉬움,8,5
906,428301201,만월산,어성전리구간, ,3.49,쉬움,131,92
907,447101101,만인산, , ,1.85,쉬움,33,23
908,427702501,만지산, , ,3.25,쉬움,57,40
909,427709001,만항산,고한리구간, ,4.45,쉬움,83,58
910,428306004,말곡리산,말곡리구간, ,1.6,쉬움,28,20
911,438002901,말목산,현곡리구간, ,4.52,쉬움,136,95
912,448300601,망객산,금천리구간, ,1.77,쉬움,31,22
913,447302904,망경대,동림산등산로분기-망경대등산로구간, ,2.62,쉬움,46,32
914,427501501,망경대산,주문리구간, ,0.07,쉬움,1,1
915,442001501,망경산,백자리구간, ,3.02,쉬움,53,37
916,451302001,망경산,도암리구간, ,0.26,쉬움,5,3
917,421507901,망기봉,북동리구간, ,3.72,쉬움,140,98
918,427802904,망나니고개,갈말읍신철원리등산로입구-강포리가스충전소구간, ,0.37,쉬움,7,5
919,428305301,망대암산,오색리구간, ,5.11,쉬움,192,134
920,431504501,망덕봉,상천리구간, ,1.54,쉬움,27,19
921,441506201,망덕봉,이인리구간, ,5.47,쉬움,97,68
922,427202101,망령산,갈마곡리구간, ,2.35,쉬움,50,35
923,461301001,망마산,웅천동구간, ,0.63,쉬움,11,8
924,468401101,망모산,임도구간, ,2.18,쉬움,38,27
925,491104404,망밭,법환동구간, ,0.02,쉬움,1,0
926,483106301,망봉산,사등리구간, ,0.69,쉬움,15,10
927,468900701,망산,신평리등산로-망상정상구간, ,1.23,쉬움,26,18
928,482200801,망산,하소리구간, ,2.6,쉬움,78,55
929,483102101,망산,장승포동구간, ,0.73,쉬움,14,10
930,483106401,망산,저구리구간, ,0.57,쉬움,10,7
931,483106501,망산,와현리구간, ,3.53,쉬움,62,44
932,488805901,망설봉,송정리구간, ,0.62,쉬움,11,8
933,112600301,망우산, , ,2.39,쉬움,42,30
934,488401901,망운산,연죽리구간, ,0.21,쉬움,4,3
935,431101601,망월산,석판리구간, ,0.55,쉬움,10,7
936,447900701,망월산,중추리구간, ,3.85,쉬움,68,48
937,461505401,망일봉,송광면내장마을-망일봉정상구간, ,1.61,쉬움,60,42
938,488902201,망일산,봉산대교구간,봉산대교 ~ 봉계마을,7.36,쉬움,158,110
939,467700701,망주산,망주리구간, ,1.91,쉬움,34,24
940,481700701,망진산, , ,0.03,쉬움,1,0
941,483102501,망치산,성포리구간, ,1.36,쉬움,51,36
942,428101601,망태봉,갑둔리구간, ,1.24,쉬움,37,26
943,488602201,망해봉,사월리구간, ,1.29,쉬움,23,16
944,451302101,망해산,옥곤리구간, ,1.36,쉬움,24,17
945,428105604,매고개,부평리구간, ,0.46,쉬움,8,6
946,418301701,매곡산,무궁화공원묘원-정상구간, ,1.25,쉬움,23,16
947,421502501,매봉,사기막저수지구간,사기막저수지끝-풍력발전기-정상,10.22,쉬움,383,268
948,427300801,매봉,창촌리구간, ,7.63,쉬움,164,114
949,488906701,매봉,덕진리구간, ,0.58,쉬움,10,7
950,491104504,매봉,표선리구간, ,0.45,쉬움,8,6
951,412200204,매봉산,비전동구간, ,0.07,쉬움,1,1
952,421300901,매봉산,단계동구간, ,1.92,쉬움,34,24
953,421700301,매봉산,남양리구간, ,1.86,쉬움,33,23
954,421900701,매봉산,구문소관광지등산로, ,0.47,쉬움,8,6
955,427501701,매봉산,덕구리구간, ,7.54,쉬움,133,93
956,427700401,매봉산,구절리구간,남곡리(맛골가든)-정상,4.3,쉬움,161,113
957,427900701,매봉산,구만리구간, ,1.82,쉬움,68,48
958,431105901,매봉산,수곡동구간, ,0.13,쉬움,2,2
959,441300801,매봉산,탑원리구간, ,0.39,쉬움,7,5
960,447902201,매봉산,화암리구간, ,0.33,쉬움,6,4
961,468203501,매봉산,매월리구간, ,0.76,쉬움,13,9
962,468403301,매봉산,월암리구간, ,1.91,쉬움,34,24
963,471900701,매봉산,송림리구간, ,0.36,쉬움,6,4
964,472804601,매봉산, , ,1.51,쉬움,27,19
965,477601501,매봉산,송하리구간, ,2.16,쉬움,38,27
966,479201001,매봉산,수식리원당골-봉화군가평리구간, ,4.94,쉬움,87,61
967,482701701,매봉산,삼랑리구간, ,1.92,쉬움,34,24
968,483302501,매봉산,화제리구간, ,5.79,쉬움,102,72
969,488202101,매봉산, , ,7.63,쉬움,135,94
970,488602401,매봉산,청수리구간, ,0.49,쉬움,9,6
971,488906801,매봉산, , ,0.05,쉬움,1,1
972,427605604,매봉산산림욕장,대화리구간, ,4.25,쉬움,75,53
973,448002504,매봉재,내법리구간, ,0.1,쉬움,2,1
974,427605801,매산,봉산리구간, ,0.05,쉬움,1,1
975,472501201,매악산,사벌매호리2리(상주예술촌)~사벌면매호1리구간, ,2.46,쉬움,74,52
976,422300103,매원산,임도, ,1.74,쉬움,31,21
977,428203704,머네골1구간,장신리구간, ,2.78,쉬움,49,34
978,437501801,먹뱅이산, , ,0, ,0,0
979,421900901,면산,철암동구간, ,2.62,쉬움,98,69
980,422302301,면산,석개재(강원삼척/경북봉화경계)-면산정상구간, ,4.9,쉬움,184,129
981,447900801,명덕봉,청소리구간, ,1.49,쉬움,26,18
982,457201101,명덕봉,갈용리구간, ,5.29,쉬움,93,65
983,441501101,명덕산,입동리구간, ,1.4,쉬움,25,17
984,457203101,명도봉,주양리구간, ,0.61,중간,15,11
985,483106604,명동재, , ,0.87,쉬움,15,11
986,272300401,명봉산,읍내동구간,양지마을~명봉산 정상,1.49,쉬움,26,18
987,412801601,명봉산,"98번국도,놀미길-명봉산정상구간", ,0.18,쉬움,3,2
988,427800701,명성산,신철원리구간, ,1.41,쉬움,25,17
989,418201401,명지산,상판리구간, ,2.33,쉬움,41,29
990,491104604,모구리,난산리구간, ,0.56,쉬움,10,7
991,287201601,모도당산,북도면모도리(시모도연도교)-모도리(마을버스종점)구?,시모도연도교,0.58,쉬움,10,7
992,414300401,모락산, , ,0.3,쉬움,5,4
993,421502701,모산봉,유산동구간, ,0.68,쉬움,12,8
994,451103301,모악산,두현리구간, ,1.86,쉬움,40,28
995,452100701,모악산,청도리구간, ,0.99,쉬움,17,12
996,467901601,모후산,대광리구간, ,1.26,쉬움,22,16
997,427501901,목우산,녹전리구간, ,7.64,쉬움,135,94
998,461101404,목포시립도서관뒷산,용당동구간, ,0.09,쉬움,2,1
999,263800504,몰운대,다대동구간, ,0.74,쉬움,13,9
1000,427700604,몰운대,몰운리구간, ,2,쉬움,35,25
1001,427700901,못골산,고한리구간, ,1.91,쉬움,36,25
1002,418201601,몽덕산,화악리구간, ,2.27,쉬움,40,28
1003,431101701,몽령산, , ,0.52,쉬움,9,6
1004,451103401,묘고산,선암리구간, ,2.34,쉬움,41,29
1005,472505301,묘봉미남봉,화북면운흥리(묘봉두부마을)-화북면운흥리(마을회관), ,1.73,쉬움,31,21
1006,471105001,묘봉산,창포동구간, ,0.76,쉬움,13,9
1007,471105201,묘봉산,남기면괴정리(부분순환)구간, ,1.39,쉬움,25,17
1008,416101301,무갑산,우산리구간, ,2.46,쉬움,92,65
1009,431502001,무등산,토교리구간, ,0.87,쉬움,15,11
1010,428300104,무랑골,말곡리구간, ,0.72,쉬움,13,9
1011,437401301,무량산,영동읍동정리-영동읍회동리-설계리구간,영동대학교,0.91,쉬움,16,11
1012,488202401,무량산,갈천리구간, ,4.97,쉬움,88,61
1013,312000301,무룡산,화봉동구간, ,1.14,쉬움,29,20
1014,488804701,무룡산, , ,5.91,쉬움,104,73
1015,412200801,무봉산,동천리구간, ,0.85,쉬움,18,13
1016,415900801,무봉산, , ,0.08,쉬움,1,1
1017,461301301,무선산, , ,0.03,쉬움,1,0
1018,412202301,무성산,옥길리구간, ,0.09,쉬움,2,1
1019,441501201,무성산, , ,0.38,쉬움,7,5
1020,431505304,무암사,성내리구간, ,5.28,쉬움,93,65
1021,488202501,무이산,무선저수지구간,무선저수지-정상-문수암,1.37,쉬움,51,36
1022,488701401,무이산,당본리구간, ,2.45,쉬움,43,30
1023,437500601,무제산,명암리구간, ,0.26,쉬움,5,3
1024,472501301,무지개산,소정리구간, ,11.12,쉬움,209,146
1025,482501401,무척산,사촌리구간, ,0.88,쉬움,16,11
1026,427903301,무학봉,광덕리구간, ,1.11,쉬움,21,15
1027,272601101,무학산, , ,0.41,쉬움,7,5
1028,472900701,무학산,와촌면강학리-하양읍사기리구간, ,0.07,쉬움,1,1
1029,481500901,무학산,완월동구간, ,0.34,쉬움,6,4
1030,481100103,무학산둘레길,감천리구간, ,4.03,쉬움,71,50
1031,451400601,무학산용두산,용안면교동리구간, ,0.75,쉬움,13,9
1032,441501301,묵방산,방흥리구간, ,3.43,쉬움,74,51
1033,457100801,묵방산,우아동2가구간, ,3.33,쉬움,59,41
1034,317104401,묵장산,만화리구간, ,0.44,쉬움,8,6
1035,431301001,문래산,세성리구간, ,1.08,쉬움,19,13
1036,479201201,문명산,고계리구간, ,6.78,쉬움,170,119
1037,447900901,문박산,위라리구간, ,0.82,쉬움,14,10
1038,478201201,문복산,대현리구간, ,0.33,쉬움,6,4
1039,441800601,문봉산,성주리구간, ,0.42,쉬움,7,5
1040,277104104,문산리뒷산,문산리구간, ,0.87,쉬움,15,11
1041,414601601,문수봉,해곡동구간, ,0.28,쉬움,5,3
1042,317101801,문수산, , ,0.53,쉬움,9,7
1043,414601701,문수산,동림리구간, ,0.69,쉬움,12,9
1044,414605101,문수산,학일2리-문수봉정상구간, ,0.13,중간,2,2
1045,457900401,문수산,문암리구간, ,4.67,쉬움,82,58
1046,471904201,문수산,인덕리구간, ,0.56,쉬움,10,7
1047,479201301,문수산,축서사구간,축서사 - 문수산 - 축서사,0.94,쉬움,17,12
1048,413600601,문안산, , ,2.22,쉬움,56,39
1049,413603504,문안산신당재,금남리구간, ,4.21,쉬움,74,52
1050,421903201,문암산,금천동구간, ,1.5,쉬움,45,32
1051,427202901,문암산,율전리마을안길, ,11.4,쉬움,428,299
1052,461501001,문유산,도정리구간, ,0.26,쉬움,5,3
1053,281850101,문학산,연수동구간, ,0.45,쉬움,8,6
1054,416101401,문형산, , ,0.19,쉬움,3,2
1055,468702101,물무산,도동리-영광여자중학교뒤편구간, ,2.27,쉬움,40,28
1056,481703304,물박물관,삼계리구간, ,0.11,쉬움,2,1
1057,479205804,물야면사무소뒷산,오록리구간, ,2.84,쉬움,53,37
1058,491104704,물영아리,수망리구간, ,1.53,쉬움,29,20
1059,491100603,물찻오름,교래리구간, ,0.78,쉬움,15,10
1060,447901001,미궐산,송암리구간, ,3.82,쉬움,67,47
1061,488807801,미녀봉,석강길구간, ,0.27,쉬움,5,3
1062,431101801,미동산,미원리구간, ,0.17,쉬움,3,2
1063,451400201,미륵산, , ,0.42,쉬움,7,5
1064,482201101,미륵산, , ,0.66,쉬움,12,8
1065,482203101,미륵산,주포리구간, ,2.9,쉬움,109,76
1066,479201401,미림산,갈산리구간, ,2.41,쉬움,72,51
1067,487302601,미봉산,사촌리구간, ,4.57,쉬움,171,120
1068,471900901,미석산,해평리구간, ,0.51,쉬움,10,7
1069,478300601,미숭산,하빈리구간, ,0.4,쉬움,7,5
1070,488907501,미숭산,하빈리구간, ,2.3,쉬움,49,35
1071,491104804,미약산,토평동구간, ,2.1,쉬움,53,37
1072,487201601,미타산,누하리구간, ,2.2,쉬움,83,58
1073,488907601,미타산,두곡리구간, ,6.02,쉬움,226,158
1074,418201701,민둥산, , ,0.83,쉬움,15,10
1075,411500804,민락,낙양동구간, ,1.46,쉬움,26,18
1076,265000304,민락공원,민락동구간, ,0.18,쉬움,3,2
1077,265000404,민안초등학교뒷산,민락동구간, ,0.34,쉬움,6,4
1078,491102804,민오름,한남리구간, ,0.29,중간,5,4
1079,491104904,민오름,연동구간, ,0.38,쉬움,7,5
1080,437401401,민주지산, , ,1.46,쉬움,26,18
1081,457302704,민주지산불대,대불리구간, ,0.52,쉬움,9,6
1082,491102103,바늘오름,교래리구간, ,1.02,쉬움,19,13
1083,477701901,바데산, , ,0.57,쉬움,10,7
1084,428105704,바둑고개,서흥리구간, ,1.53,쉬움,27,19
1085,414300501,바라산,학의동구간, ,3.57,쉬움,77,54
1086,414300904,바라산자연휴양림,석운동구간, ,3.46,쉬움,61,43
1087,488804901,바랑산,왕촌리구간,왕촌저수지,1.83,쉬움,32,23
1088,491100701,바리메,상가리구간, ,2.64,쉬움,79,55
1089,491302504,바우오름,오조리구간, ,0.35,쉬움,6,4
1090,461504901,박난봉,와룡동구간, ,2.44,쉬움,92,64
1091,416504601,박달봉,도평리구간, ,0.79,중간,20,14
1092,427701001,박달봉, , ,0.08,쉬움,1,1
1093,437401501,박달산,영동읍율리1구-한석리구간, ,3.81,쉬움,67,47
1094,437600501,박달산,매전리구간, ,3.18,쉬움,119,83
1095,471701401,박달산,오운리구간, ,0.89,쉬움,16,11
1096,487205601,박대산,상리구간, ,5.78,쉬움,102,71
1097,448100701,박봉산,녹문리구간, ,0.15,쉬움,3,2
1098,488806701,박산,과정리구간, ,0.61,쉬움,11,8
1099,457302401,박석산,미천리구간, ,3.45,쉬움,61,43
1100,421902501,박월산,장성동구간, ,0.89,쉬움,16,11
1101,487403701,박월산,우천리구간, ,1.81,쉬움,68,48
1102,488802101,박유산,동례리구간, ,3.91,쉬움,69,48
1103,491105004,밖돌오름,송당리구간, ,3.21,쉬움,57,40
1104,427708301,반론산,고양리구간, ,1.98,쉬움,74,52
1105,427703201,반륜산,반론산-봉정리구간, ,1.29,쉬움,39,27
1106,437400103,반야사둘레길,우매리구간, ,1.5,쉬움,26,19
1107,442301501,반약산,관촉동구간, ,0.13,쉬움,2,2
1108,482501601,반용산,관동동구간, ,0.05,쉬움,1,1
1109,481501001,반월산,회원동구간, ,0.1,쉬움,2,1
1110,427701104,반천리,반천리구간, ,0.56,쉬움,10,7
1111,427301101,발교산,율동리구간,절골~사슬목,11.17,쉬움,197,138
1112,477602004,발리리뒷산,발리리구간, ,1.64,쉬움,29,20
1113,427502001,발산, , ,0.18,쉬움,3,2
1114,427505304,발산분덕재,마차리구간, ,2.77,쉬움,59,42
1115,427602201,발왕산,수하리구간, ,3.81,쉬움,67,47
1116,421701804,발한동,발한동구간, ,0.2,쉬움,4,2
1117,317104501,밝얼산,등억알프스리구간, ,1.63,쉬움,29,20
1118,421502901,밥봉, , ,0.32,쉬움,6,4
1119,491102203,밧세미오름,봉개동구간, ,0.29,쉬움,5,4
1120,472301001,방가산,장곡리구간, ,0.85,중간,32,22
1121,487204401,방계산,방계마을입구-정상구간, ,1.77,쉬움,31,22
1122,487403401,방골산,방리구간, ,0.74,쉬움,14,10
1123,477501601,방광산,월막리구간, ,0.2,쉬움,4,2
1124,291551301,방구산,지석동구간, ,0.45,쉬움,8,6
1125,421701904,방아고개,호현동구간, ,0.38,쉬움,7,5
1126,441506301,방아달산,봉정동구간, ,2.33,쉬움,41,29
1127,491105104,방애오름,교래리구간, ,1.19,쉬움,21,15
1128,481701101,방어산,청원리구간, ,1.93,쉬움,34,24
1129,457900601,방장산, , ,1.83,쉬움,32,23
1130,467800601,방장산,예당리구간, ,0.22,쉬움,4,3
1131,428102201,방태산,현리구간, ,8.06,쉬움,302,212
