,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN
0,287201304,100고지,진촌리-백령면구간,삼청공원-사자바위,8.64,쉬움,152,107
1,301106104,116고지,주산동-추동리 버스승강장구간, ,1.95,쉬움,34,24
2,301105704,133고지,천동구간,관음사,0.17,쉬움,3,2
3,301102904,136고지금성마을,신상동구간, ,0.18,쉬움,3,2
4,301103004,138고지,구도동구간, ,0.19,쉬움,3,2
5,301105804,157고지우송대뒷산,백룡고개-안터어린이공원구간, ,0.28,쉬움,5,3
6,301105904,159고지,삼거리-대전대학교 창업보육센터 건너편구간, ,0.48,쉬움,8,6
7,301103104,162고지가는골뒷산,세천동구간, ,0.19,쉬움,3,2
8,301103204,168고지,이사동구간, ,0.36,쉬움,6,4
9,301106204,175고지,이사동학고개1길-이사동주랭길구간, ,0.44,쉬움,8,5
10,301103304,179고지,소호동구간, ,0.1,쉬움,2,1
11,301103404,201고지,대성동구간, ,0.47,쉬움,8,6
12,301103504,212고지,용운동구간, ,0.11,쉬움,2,1
13,422306704,가곡병풍바위,탕곡리구간, ,0.81,쉬움,17,12
14,438003204,가대리문화마을,가대리구간, ,2.15,쉬움,81,56
15,264400404,가덕도,성북동구간, ,0.03,쉬움,1,0
16,421900101,가덕산,원동구간, ,11.17,쉬움,197,138
17,483100101,가라산,학동리구간, ,1.38,쉬움,41,29
18,482700101,가래봉,감물리구간, ,0.63,쉬움,11,8
19,451100101,가련산,덕진동1가구간, ,0.13,쉬움,2,2
20,427700101,가리왕산,회동리구간, ,3.98,쉬움,70,49
21,441500101,가마봉,봉곡리구간, ,3.24,쉬움,57,40
22,491100504,가마오름,청수리구간, ,0.77,쉬움,14,10
23,491102904,가메오름,금악리구간, ,0.19,쉬움,3,2
24,478500101,가산,학명리구간, ,2.38,쉬움,89,62
25,437700201,가섭산,용산리구간, ,0.71,쉬움,13,9
26,437400101,가성산,공수리구간, ,3.45,쉬움,129,91
27,491300504,가세오름,세화리구간, ,0.52,쉬움,10,7
28,427709304,가수리,광하리구간, ,0.43,쉬움,8,5
29,491300604,가시악,동일리구간, ,0.6,쉬움,11,7
30,461700101,가야산,기능마을구간, ,0.35,쉬움,6,4
31,462300101,가야산,마동구간, ,1.48,쉬움,26,18
32,301103604,가양공원,가양동구간, ,0.18,쉬움,3,2
33,301103704,가오공원,대성동구간, ,0.43,쉬움,8,5
34,431504101,가은산, , ,0.27,쉬움,5,3
35,468701901,가음산,"야월3리,운곡-야월4리,월평구간", ,0.41,중간,9,6
36,447302604,가재산금병산수양산줄기,감성리구간, ,1.85,쉬움,33,23
37,481703201,가좌산,신율리구간, ,0.43,쉬움,8,5
38,317100101,가지산, , ,1.81,쉬움,32,22
39,468000101,가지산,봉덕리구간, ,0.73,쉬움,18,13
40,428105201,가칠봉,진동리구간, ,3.38,쉬움,127,89
41,412100501,가학산, , ,0.13,쉬움,2,2
42,468200201,가학산,당산리구간, ,2.2,쉬움,83,58
43,468302001,가학산,학계리구간, ,3.01,쉬움,113,79
44,468900101,가학산,맹선리구간, ,5.16,쉬움,91,64
45,282600101,가현산, , ,0.1,쉬움,2,1
46,282600904,가현산금곡초,율생리구간, ,11.12,쉬움,209,146
47,413700901,각골산,서동구간, ,0.2,쉬움,4,2
48,482400101,각산, , ,1.14,쉬움,20,14
49,482500101,각성산, , ,0.35,쉬움,6,4
50,491300704,각시바위,호근동구간, ,0.83,쉬움,18,12
51,479204704,각화산,석현리구간, ,2.44,쉬움,43,30
52,479200101,각화산,고선리구간, ,5.38,쉬움,95,66
53,416504501,각흘산,자등리구간, ,0.04,어려움,1,0
54,427803104,각흘산석이바위,도평리구간, ,0.13,쉬움,2,2
55,427700301,각희산, , ,1.81,쉬움,32,22
56,427708901,각히산,토산리구간, ,2.6,쉬움,46,32
57,422300201,간대산,신기리구간, ,1.19,쉬움,21,15
58,428203504,간성수성샘터산림욕장,탑동리구간, ,0.35,중간,8,5
59,317104301,간월산,이천리구간, ,6.04,쉬움,181,127
60,422305401,갈경산,탕곡리구간, ,2.44,쉬움,92,64
61,414300801,갈기산,이목동구간, ,2.89,쉬움,51,36
62,418300101,갈기산,유목정리구간, ,1.86,쉬움,40,28
63,437400201,갈기산,가선리구간, ,3.18,쉬움,56,39
64,468203401,갈두산,송호리구간, ,0.14,쉬움,2,2
65,471700101,갈라산, , ,7.19,쉬움,127,89
66,301102201,갈리봉,낭월동구간, ,0.64,쉬움,11,8
67,468302101,갈마산,삼포리-산정상-삼포리구간, ,2.58,쉬움,46,32
68,488900101,갈마산,성산리구간, ,0.78,쉬움,17,12
69,488200101,갈모봉산,미룡리구간, ,1.23,쉬움,22,15
70,291100101,갈미봉,내남동구간, ,0.39,쉬움,7,5
71,441504301,갈미봉,방문리구간, ,4.07,쉬움,72,50
72,461505301,갈미봉,덕림리구간, ,1.08,쉬움,41,28
73,462300201,갈미봉, , ,4.82,쉬움,85,60
74,471705701,갈미봉, , ,0.3,쉬움,5,4
75,479200201,갈방산,우곡리구간, ,1.86,쉬움,33,23
76,422300104,갈야산,마달동구간, ,1.03,쉬움,18,13
77,428105101,갈전곡봉, , ,1.4,쉬움,25,17
78,428307401,갈전곡봉,갈천리구간, ,2.99,쉬움,53,37
79,488600401,갈전산,향양리구간, ,4.87,쉬움,122,85
80,488806301,갈전산,향양리구간, ,0.83,쉬움,16,11
81,428305404,갈천약수,갈천리구간, ,0.86,쉬움,15,11
82,113800904,갈현근린공원2지구,불광동구간, ,0.16,쉬움,3,2
83,113800804,갈현근린공원,진관동구간, ,0.14,쉬움,2,2
84,301103804,갈현성,용운동구간, ,0.17,쉬움,3,2
85,491300804,감낭오름,동광리구간, ,0.46,쉬움,8,6
86,441504401,감바위산,하대리구간, ,3.98,쉬움,70,49
87,468400101,감방산,해운리구간, ,1.61,쉬움,28,20
88,471305904,감산리,감산리구간, ,1.39,쉬움,25,17
89,414800101,감악산,신암리구간, ,2.73,쉬움,59,41
90,421303001,감악산,황둔리구간, ,2.43,쉬움,43,30
91,431504201,감악산,명암리구간, ,0.7,쉬움,12,9
92,488800101,감악산,무촌리구간, ,0.18,쉬움,3,2
93,431504304,감악산늘목,학산리구간, ,0.17,쉬움,3,2
94,414803004,감악산약수터,늘목리구간, ,5.99,쉬움,225,157
95,488807204,감악산연수사,청용마을-과정리구간, ,2.54,쉬움,95,67
96,488906501,감암산, , ,4.93,쉬움,87,61
97,479200301,감의산,도천리구간, ,2.26,쉬움,42,30
98,488805001,감토산,무릉리구간, ,1.09,쉬움,41,29
99,488805404,감토산숲길,대야리구간, ,0.87,쉬움,22,15
100,451800101,감투봉,능교리구간, ,2.63,쉬움,46,32
101,447702401,감투산,지현리구간, ,0.68,쉬움,12,8
102,428105304,갑둔고개,갑둔리구간, ,3.65,쉬움,64,45
103,413600201,갑산, , ,0.25,쉬움,4,3
104,472500201,갑장산, , ,1.9,쉬움,34,23
105,302000101,갑하산,안산동구간, ,0.86,중간,26,18
106,483100301,강망산,덕포동구간, ,1.36,쉬움,34,24
107,301100101,강바위산,소호동구간, ,0.95,쉬움,17,12
108,421106101,강선봉,강촌리구간, ,1.19,쉬움,36,25
109,488805501,강섭산,장박리구간, ,4.1,쉬움,72,51
110,418200201,강씨봉, , ,0.25,쉬움,4,3
111,457700101,강천산_왕자봉, , ,2.34,쉬움,41,29
112,291400101,개금산,전평제길-순환좌1길구간, ,0.81,쉬움,14,10
113,301100201,개머리산, , ,0.4,쉬움,7,5
114,412801301,개명산,1-2등산로분기점-추모공원입구구간, ,0.2,쉬움,4,2
115,416300201,개명산,벽제동구간, ,0.49,쉬움,9,6
116,491300904,개오름,성읍리구간, ,0.53,쉬움,10,7
117,491301004,개오름굿산망,하원동구간, ,0.3,쉬움,5,4
118,491100303,개오리오름,봉개동구간, ,0.65,쉬움,11,8
119,428100801,개인산,백두대간트레일-아침가리구간, ,8.66,쉬움,325,227
120,428107804,개인산어두원골,광원리구간, ,1.59,쉬움,60,42
121,267100201,개좌산,반송동구간, ,1.67,쉬움,63,44
122,467900101,개천산, , ,0.47,쉬움,8,6
123,115000101,개화산,방화동구간, ,0.14,쉬움,2,2
124,491101303,갯거리오름,명월리구간, ,0.24,쉬움,4,3
125,488200301,거류산, , ,0.41,쉬움,7,5
126,491301104,거린오름,동광리구간, ,0.64,쉬움,11,8
127,282000101,거마산, , ,0.03,쉬움,1,0
128,282000804,거마산장수,"장수동,만의골-거마산정상부구간", ,0.22,쉬움,4,3
129,488800301,거말산,목림이길구간, ,0.44,쉬움,8,5
130,488700101,거망산, , ,0.13,쉬움,2,2
131,282000201,거머리산,만수동구간, ,0.4,쉬움,7,5
132,441300201,거머산,송정2리거산마을입구-송정리거산마을입구구간, ,2.06,쉬움,36,25
133,267100301,거문산,와여리구간, ,0.35,쉬움,6,4
134,427600201,거문산,신리구간, ,1.64,쉬움,29,20
135,491100104,거문오름,선흘리구간, ,3.06,쉬움,54,38
136,437501601,거북산,이월저수지-보덕사절구간, ,0.06,쉬움,1,1
137,487204901,거북산,마쌍리구간, ,2.5,쉬움,44,31
138,428203404,거진해맞이봉산림욕장,거진리구간, ,0.19,쉬움,3,2
139,491103004,거친오름,봉개동구간, ,0.28,쉬움,5,3
140,421300301,건등산, , ,0.5,쉬움,9,6
141,478500201,건령산,심천리구간, ,3.06,쉬움,77,54
142,469000101,건배산,녹진리구간, ,1.14,쉬움,20,14
143,428200301,건봉산,광산리구간, ,6.18,쉬움,109,76
144,421903004,건의령,점리구간, ,6.26,쉬움,110,77
145,414600201,건지산,해월리구간, ,2.4,쉬움,45,32
146,441500201,건지산,초봉리구간, ,0.98,쉬움,18,13
147,447700101,건지산,지현리구간, ,0.2,쉬움,4,2
148,451100301,건지산,덕진동1가구간, ,0.04,쉬움,1,0
149,471700201,건지산,단천리구간, ,1.96,쉬움,74,51
150,488800401,건흥산,1코스구간, ,0.11,쉬움,2,1
151,491101803,걸쇠오름,연동구간, ,0.91,쉬움,16,11
152,413603404,검단리고개,수산리구간, ,1.51,쉬움,27,19
153,414500201,검단산,창우동구간, ,0.04,쉬움,1,0
154,416100201,검단산,산성리구간, ,5.18,쉬움,97,68
155,487300201,검단산, , ,0.29,쉬움,5,4
156,468702001,검덕산,양덕리-정상부탑구간, ,0.54,쉬움,10,7
157,477600101,검마산,검마산자연휴양림매표소구간,검마산휴양림관리사무소 ~ 원점회귀,1.63,쉬움,61,43
158,488600701,검무봉,묵곡리구간, ,1.2,쉬움,21,15
159,421100201,검봉산,백양리구간, ,1.51,쉬움,57,40
160,422300401,검봉산,임원리구간, ,0.87,쉬움,16,11
161,413603301,검암산,갈매동구간, ,0.32,쉬움,6,4
162,491100604,검은덕이오름,소길리구간, ,0.81,쉬움,14,10
163,491101403,검은들먹오름,상가리구간, ,2.65,쉬움,47,33
164,491103104,검은오름,연동구간, ,0.22,쉬움,4,3
165,431105201,것대산,율량동구간, ,0.29,쉬움,5,4
166,451900101,견두산,호곡리구간, ,4.55,쉬움,171,119
167,467300201,견두산,고달리구간, ,0.57,쉬움,10,7
168,428305501,견불리산,견불리구간, ,6.29,쉬움,111,78
169,441504501,견준산,금학동구간, ,0.14,쉬움,2,2
170,457100101,경각산,월성리구간, ,1.88,쉬움,71,49
171,478500301,경마산,성곡리구간, ,0.81,쉬움,14,10
172,415500101,경수산,북가현리구간, ,1.09,쉬움,27,19
173,282001401,경신산,구월동630번지-수산동 산12번지구간, ,0.25,쉬움,4,3
174,457104101,경옥봉,대아리구간, ,1.67,쉬움,29,21
175,482500201,경운산,외동구간,내외 한신@ ~ 삼계동,0.5,쉬움,9,6
176,472505004,경천대,삼덕리구간, ,0.17,쉬움,3,2
177,421507301,경포대시루봉,안현동구간, ,0.84,쉬움,15,10
178,483100401,계룡산,고현동구간, ,0.54,쉬움,10,7
179,431300101,계명산,마즈막재구간, ,1.34,쉬움,24,17
180,471700401,계명산, , ,1.21,쉬움,26,18
181,427206801,계방산,노동리구간, ,4.54,쉬움,170,119
182,427709401,계봉,애산리구간, ,0.1,쉬움,2,1
183,447900101,계봉산,해남리구간, ,0.92,쉬움,20,14
184,282600201,계양산,연무정입구-정상구간, ,0.14,쉬움,2,2
185,302300101,계족산, , ,0.81,쉬움,14,10
186,427500201,계족산,정양리구간, ,4.19,쉬움,74,52
187,461504201,계족산,청소리구간, ,3.58,쉬움,63,44
188,467300301,계족산,수평리구간, ,1.46,쉬움,26,18
189,301102304,계족산성,계족산성-천개동농장구간, ,0.66,쉬움,12,8
190,458000201,계화산,계화리구간, ,2.29,쉬움,40,28
191,491300101,고근산, , ,0.26,쉬움,5,3
192,491100101,고내봉,고내리구간,입구-고내봉수대터-정상-고내봉절(사찰)-등산로끝,0.93,쉬움,17,12
193,451100501,고덕산,대성동구간, ,1.6,쉬움,28,20
194,457500201,고덕산,고덕마을입구구간,마을 등산로입구 → 1봉(산불초소) → 2봉 → 3봉 → 4봉 → 5봉 → 6봉 → 7봉 → 8봉 → 덕봉사 입구,1.25,쉬움,22,15
195,418200601,고동산,삼회리구간, ,0.17,쉬움,3,2
196,461503901,고동산,평사리구간, ,4.23,쉬움,79,56
197,461504301,고동산,쌍율리구간, ,12.56,쉬움,222,155
198,461300201,고락산, , ,1.05,쉬움,19,13
199,413600301,고래산,월문리구간, ,1.41,쉬움,42,30
200,418300501,고래산,일신리구간, ,4.11,쉬움,73,51
201,287100101,고려산,국화리-망월리구간, ,2.35,쉬움,41,29
202,441303801,고려산,고등리구간, ,9.83,쉬움,184,129
203,447300101,고려산,고등리구간, ,0.59,쉬움,10,7
204,421500201,고루포기산,대기리구간, ,0.32,쉬움,6,4
205,451900401,고리봉, , ,0.23,쉬움,4,3
206,437603404,고모치,궁기리구간, ,0.13,쉬움,2,2
207,467703001,고백이산,대곡마을-대곡마을구간, ,0.79,쉬움,14,10
208,451304601,고봉리산,아동리구간, ,0.2,쉬움,4,2
209,301100301,고봉산,주산동철탑-주산동구간, ,0.19,쉬움,3,2
210,412800101,고봉산,중산동구간, ,0.03,쉬움,1,0
211,451300401,고봉산,발산리구간, ,1.17,쉬움,22,15
212,468800301,고봉산,모현리박도치-화동마을구간, ,2.05,쉬움,36,25
213,431105104,고부랑고개,추정리구간, ,1.56,쉬움,28,19
214,477704001,고불봉,우곡리구간, ,8.13,쉬움,143,100
215,467100201,고비산,금성면외추리-무정면봉안리구간, ,1.92,쉬움,34,24
216,428107204,고사리,고사리둥지민박-파인힐민박구간,군사보호시설,2.27,쉬움,40,28
217,272600101,고산, , ,0.12,쉬움,2,1
218,272601501,고산,매호동구간, ,0.58,쉬움,10,7
219,457900201,고산,석현마을-고산정상구간, ,3.41,쉬움,128,90
220,468600101,고산봉,덕산리구간, ,2.46,쉬움,43,30
221,415500201,고성산,덕봉리구간, ,1.09,쉬움,19,13
222,415503101,고성산, , ,0.29,쉬움,5,4
223,422300501,고성산, , ,0.32,쉬움,6,4
224,428200401,고성산,산학리구간, ,0.27,쉬움,5,3
225,468800401,고성산,부성리구간, ,1,쉬움,25,18
226,491301204,고수치,광평리구간, ,0.43,쉬움,8,5
227,427200301,고양산,수하리구간, ,2.42,쉬움,43,30
228,427700801,고양산,고양리구간, ,4.11,쉬움,73,51
229,114100501,고은산,홍제동구간, ,0.2,쉬움,4,2
230,491301304,고이오름,한남리구간, ,1.05,쉬움,19,13
231,457902704,고인돌,운곡리구간, ,0.27,쉬움,5,3
232,457900103,고인돌둘레길,죽림리구간, ,4.57,쉬움,81,56
233,447302201,고장산,동막골버스정류장-정상구간, ,2.18,쉬움,38,27
234,427708804,고적대,삼화동구간, ,0.93,쉬움,17,12
235,457902904,고창읍성,노동리구간, ,1.64,쉬움,29,20
236,441500401,고청봉,하신리구간, ,0.81,쉬움,14,10
237,415900201,고초봉,남양성모성지-대광파인벨리구간,남양성모성지,1.11,쉬움,20,14
238,427709501,고토재산,사북리구간, ,5.53,쉬움,98,68
239,461101304,고하도,달동구간, ,0.37,쉬움,7,5
240,317100501,고헌산,대현리구간, ,2.86,쉬움,50,35
241,418200701,곡달산,천안리구간, ,1.04,중간,39,27
242,467202601,곤방산, , ,3.44,쉬움,61,42
243,468601401,곤봉산,대덕리구간, ,1.1,쉬움,21,14
244,477300301,곤지산,양곡리-달제리구간, ,1.42,쉬움,25,18
245,437400401,곤천산,강진리구간, ,0.93,쉬움,16,11
246,488700201,골무산,황곡리구간, ,0.07,쉬움,1,1
247,491103204,골체오름,선흘리구간, ,0.51,쉬움,9,6
248,428105404,곰배령,귀둔리구간, ,1.99,쉬움,60,42
249,427500301,곰봉,와석리구간, ,6.22,쉬움,110,77
250,468302201,곰봉,모산리구간, ,0.48,쉬움,8,6
251,488606304,공개바위,방곡리구간,공개바위,0.52,쉬움,9,6
252,267101801,공덕산,선두구동조리마을-철마면고개마루구간,"연꽃소류지,법룡사",0.88,쉬움,16,11
253,472800201,공덕산,대승사구간,대승사,2.21,쉬움,39,27
254,441504604,공산성,금성동구간, ,0.15,쉬움,3,2
255,468800501,공원산,조산리묘동-사거리연수동구간, ,0.58,쉬움,10,7
256,427200401,공작산, , ,1.33,쉬움,23,16
257,441504704,공주향교뒷산,금성동구간, ,0.62,쉬움,11,8
258,467102101,과녁바위산,월계리구간, ,1.81,쉬움,45,32
259,491100704,과오름,곽지리구간, ,0.21,쉬움,4,3
260,428107304,관대리,관대리입구-관대리산약초재배지역옆구간, ,3.91,쉬움,69,48
261,468702501,관람산,연성리구간, ,0.47,쉬움,8,6
262,282000301,관모산,장수동구간, ,0.01,쉬움,1,0
263,428300401,관모산,서선리구간, ,1.69,쉬움,30,21
264,448102201,관모산, , ,0.11,쉬움,2,1
265,471300501,관산, , ,0.5,쉬움,9,6
266,427300201,관심산,삼배리구간, ,5.26,쉬움,113,79
267,116200604,관악산446봉기점,신림동구간, ,1.65,쉬움,29,20
268,116200201,관악산, , ,0.82,쉬움,14,10
269,116200704,관악산삼봉약수터,봉천동구간, ,0.86,쉬움,15,11
270,116200804,관악산장군봉기점,신림동구간, ,0.15,쉬움,3,2
271,116200904,관악산학바위능선,신림동구간, ,0.32,쉬움,6,4
272,467800201,관주산,주봉리구간, ,0.08,쉬움,1,1
273,478503701,관호산,죽전리구간, ,0.7,쉬움,13,9
274,411170201,광교산,조원동구간, ,3.95,쉬움,70,49
275,468900201,광대봉,부황리구간, ,1.57,쉬움,28,19
276,427709601,광대산,몰운리구간, ,2.34,쉬움,41,29
277,412700101,광덕산,와동구간, ,0.1,쉬움,2,1
278,416500801,광덕산, , ,1.82,쉬움,32,22
279,441300301,광덕산,문금리구간, ,0.25,쉬움,4,3
280,441500601,광덕산,평소리 사랑골 복지회관-평소보건진료소방향구간, ,3.73,쉬움,66,46
281,442000401,광덕산, , ,0.68,쉬움,12,8
282,481500301,광려산, , ,1.96,쉬움,35,24
283,451300701,광월산,옥정리구간, ,0.22,쉬움,4,3
284,481700201,광제봉,신기리구간, ,0.4,쉬움,7,5
285,428305604,광진리,광진리구간, ,0.24,쉬움,4,3
286,422309001,광진산,정상동구간, ,0.55,쉬움,10,7
287,488700301,괘관산,봉전리구간, ,3.96,쉬움,70,49
288,421500401,괘장산,산성우리구간, ,4.75,쉬움,178,125
289,421507401,괴병산,대기리구간, ,1.73,쉬움,31,21
290,491103304,괴오름,봉성리구간, ,3.62,쉬움,64,45
291,447300201,괴화산,석삼리마을내버스승강장-석교리금석교버스승강장구간, ,2.03,쉬움,38,27
292,421500104,교동,교동구간, ,0.11,쉬움,2,1
293,491102903,교래임도,교래리구간, ,2.07,쉬움,37,26
294,451900501,교룡산, , ,0.58,쉬움,10,7
295,488600901,구곡산,원리구간, ,2.28,쉬움,86,60
296,418200801,구나무산,승안리구간, ,1.91,쉬움,72,50
297,431100301,구녀산,초정리구간, ,2.86,쉬움,107,75
298,261400101,구덕산,괴정동구간, ,1,쉬움,18,12
299,427709701,구뎅이산,가수리구간, ,1.91,쉬움,72,50
300,422305504,구룡골통골,삼거리구간, ,1.17,쉬움,21,14
301,428305204,구룡령옛길,명개리구간, ,1.06,쉬움,19,13
302,116500101,구룡산,염곡동구간, ,0.46,쉬움,8,6
303,427500401,구룡산,두산리구간, ,7.2,쉬움,127,89
304,427505101,구룡산, , ,1.19,쉬움,21,15
305,428305701,구룡산,내현리구간, ,0.5,쉬움,9,7
306,431100401,구룡산,개신동구간, ,0.28,쉬움,5,3
307,437200301,구룡산,하석리구간, ,0.44,쉬움,8,5
308,448300101,구룡산,구룡동구간, ,0.21,중간,4,3
309,467700101,구룡산,덕흥리구간, ,1.56,쉬움,39,27
310,472300201,구룡산,용천리구간, ,0.8,쉬움,14,10
311,481100101,구룡산,소답동구간, ,0.36,쉬움,6,4
312,437202204,구룡산산림욕장,법주리구간, ,0.23,쉬움,4,3
313,479204804,구룡산오무골,애당리구간, ,6.31,쉬움,237,166
314,442303301,구르뫼산,강산동구간, ,0.21,쉬움,4,3
315,412100201,구름산, , ,0.65,쉬움,11,8
316,467802101,구마산,봉산리구간, ,1.88,쉬움,33,23
317,478200401,구만산,봉의리구간, ,1.1,쉬움,19,14
318,471300601,구미산,가정리구간, ,2.33,쉬움,87,61
319,437200401,구병산, , ,0.71,쉬움,13,9
320,427500601,구봉대산,법흥리구간, ,2.73,쉬움,102,72
321,287200101,구봉산,신도리구간, ,0.84,쉬움,16,11
322,301700101,구봉산, , ,0.12,쉬움,2,1
323,415900301,구봉산, , ,0.76,쉬움,13,9
324,421100401,구봉산,거두리구간, ,2.14,쉬움,38,26
325,421900301,구봉산, , ,1.18,쉬움,21,15
326,457200201,구봉산,대불리구간, ,1.44,쉬움,36,25
327,461300401,구봉산,여서동구간, ,0.72,쉬움,13,9
328,477300401,구봉산,팔성리구간, ,0.32,쉬움,6,4
329,481101601,구봉산,두척동구간, ,0.29,쉬움,5,4
330,457203604,구봉산물통골,구봉산 복두봉-구봉산물통골구간, ,17.51,쉬움,657,460
331,462300301,구봉화산,황길동구간, ,1.9,쉬움,71,50
332,113800504,구산근린공원,구산동구간, ,0.04,쉬움,1,0
333,441303901,구성산,구성동구간, ,0.38,쉬움,7,5
334,448250101,구수산,두야리구간, ,0.74,쉬움,13,9
335,468701801,구수산,양성리구간, ,2.48,쉬움,93,65
336,291102001,구와산,산수동구간, ,0.02,쉬움,1,0
337,488601001,구인산, , ,0.74,쉬움,13,9
338,441500701,구절산,목동리구간, ,2.62,쉬움,46,32
339,441508401,구절산,신풍면선학리-우성면봉현리구간, ,3.85,쉬움,68,48
340,431500601,구학산,구학리구간, ,3.05,쉬움,114,80
341,487400501,구현산,사리구간, ,0.3,쉬움,5,4
342,418200901,국망봉, , ,0.88,쉬움,16,11
343,471700501,국망봉,신평리구간, ,1.45,쉬움,26,18
344,427600103,국민의숲트레킹,횡계리구간, ,0.33,쉬움,6,4
345,281100501,국사봉, , ,0.84,쉬움,15,10
346,287200201,국사봉,영흥면내리구간, ,0.25,쉬움,4,3
347,287201201,국사봉,자월리 선착장-면사무소구간, ,1.58,쉬움,28,20
348,287201501,국사봉,북면장봉1리-장봉2리구간, ,5.04,쉬움,89,62
349,416100401,국사봉,도수리구간, ,0.23,쉬움,4,3
350,421100601,국사봉,정족리구간, ,0.68,쉬움,12,8
351,422100101,국사봉, , ,0.13,쉬움,2,2
352,431105001,국사봉,가락리구간, ,0.59,쉬움,10,7
353,431504401,국사봉,구곡리구간, ,1.94,쉬움,58,41
354,437200601,국사봉,법수리구간, ,0.04,쉬움,1,0
355,437201901,국사봉,관정리구간, ,2.73,쉬움,48,34
356,437202701,국사봉,송평리구간, ,1.36,쉬움,24,17
357,441304101,국사봉,장송리마을회관-국사봉정산구간, ,0.89,쉬움,16,11
358,441500801,국사봉,마암리구간, ,0.61,쉬움,11,8
359,441504801,국사봉,부곡리구간, ,0.28,쉬움,5,3
360,441504901,국사봉,봉갑리구간, ,1.78,쉬움,53,37
361,442303401,국사봉,신양리구간, ,0.82,쉬움,21,14
362,447300301,국사봉,금사리구간, ,0.18,쉬움,3,2
363,447302501,국사봉,석곡리구간, ,2.27,쉬움,40,28
364,447900201,국사봉,조평리구간, ,12.44,쉬움,373,261
365,451304501,국사봉,매덕이마을회관-신안1리마을회관구간, ,2.33,쉬움,41,29
366,457200301,국사봉,자산리구간, ,3.03,쉬움,53,37
367,461504701,국사봉,와룡동구간, ,3.59,쉬움,108,75
368,462300401,국사봉,죽림리구간, ,0.31,쉬움,5,4
369,468300201,국사봉,반월리구간, ,0.57,중간,12,9
370,483106101,국사봉,아주동구간, ,1.53,쉬움,29,20
371,487200601,국사봉,서암리구간, ,0.18,중간,3,2
372,488800501,국사봉,신오산길구간, ,0.95,쉬움,17,12
373,441505001,국사봉매봉,달산리구간, ,1.88,쉬움,33,23
374,437202301,국사봉시루봉,벽지리구간, ,0.91,쉬움,16,11
375,431105301,국수봉,이목리구간, ,0.64,쉬움,11,8
376,437302701,국수봉,교동리구간, ,0.53,쉬움,9,7
377,441803201,국수봉,고정리구간, ,0.75,쉬움,13,9
378,467100401,국수봉,대덕면입석리-창평면유천리구간, ,0.47,쉬움,8,6
379,287100201,국수산,내가면고천리구간, ,0.33,쉬움,6,4
380,427500701,국지산,흥월리구간, ,5.29,쉬움,93,65
381,477200101,국통산,나호리구간, ,2.96,쉬움,74,52
382,491300201,군산, , ,0.21,쉬움,4,3
383,451305204,군산남고뒷산,통사리구간, ,0.68,쉬움,12,8
384,291701701,군왕봉,청풍동구간, ,0.88,쉬움,16,11
385,468600301,군유산, , ,2.12,쉬움,37,26
386,413900101,군자봉, , ,0.25,쉬움,4,3
387,421100701,굴봉산,백양리구간, ,1.36,쉬움,24,17
388,482500401,굴암산,지사동구간, ,0.39,쉬움,7,5
389,491103404,궁대,수산리구간, ,0.14,쉬움,2,2
390,114100601,궁동산,연희동구간, ,0.07,쉬움,1,1
391,115000201,궁산,양천로49길-소약루구간, ,0.04,쉬움,1,0
392,272900101,궁산,계명대학교기숙사-강창동강창교구간, ,0.04,쉬움,1,0
393,457702404,귀래정,가남리구간, ,0.37,쉬움,7,5
394,418204701,귀목봉, , ,1.95,쉬움,34,24
395,491100804,귓물오름,유수암리구간, ,0.87,쉬움,15,11
396,491101903,극락오름,고성리구간, ,0.17,쉬움,3,2
397,441505101,극정봉,덕곡리구간, ,0.22,쉬움,4,3
398,427802104,근남면,육단리구간, ,0.15,쉬움,3,2
399,422300801,근산,근산동구간, ,1.17,쉬움,29,20
400,468200501,금강산, , ,1.11,쉬움,20,14
401,428204604,금강산화암사숲길,신평리구간, ,1.5,쉬움,26,19
402,479302601,금강소나무길, , ,0, ,0,0
403,479204504,금강소나무숲길,서벽리구간, ,0.67,쉬움,12,8
404,428204704,금강으로가는하늘숲길,배봉리구간, ,0.62,쉬움,11,8
405,277100201,금계산,강림리구간, ,0.05,쉬움,1,1
406,441500901,금계산,추계리구간, ,4.44,쉬움,78,55
407,469000301,금골산, , ,0.62,쉬움,11,8
408,469002304,금골산사리암,둔전리구간, ,0.25,쉬움,4,3
409,488804401,금귀봉,고대길구간, ,0.76,쉬움,13,9
410,413602701,금남산,금남리구간, ,4.67,쉬움,82,58
411,447600103,금남정맥,구왕리구간, ,93.47,쉬움,1649,1155
412,441500103,금남정맥안골산,기산리구간, ,6.77,쉬움,119,84
413,457400104,금남호남정맥,신암리구간, ,2.42,쉬움,43,30
414,437600201,금단산,대원리구간, ,3.17,쉬움,119,83
415,291550301,금당산, , ,0.06,쉬움,1,1
416,427600501,금당산,대화리구간, ,1.98,쉬움,42,30
417,291551504,금당산숲길,현대아파트-갈림길구간, ,0.3,중간,6,4
418,488700401,금대산,가흥리구간, ,2.6,쉬움,46,32
419,415903801,금덩산,분천리구간, ,1.77,쉬움,31,22
